active_number,total_number,group
4,8,"('1866', 'chocolate')"
4,8,"('1866', 'chocolate')"
5,8,"('1866', 'chocolate')"
6,8,"('1866', 'chocolate')"
4,8,"('1866', 'chocolate')"
3,8,"('1866', 'chocolate')"
3,8,"('1866', 'chocolate')"
5,8,"('1866', 'chocolate')"
3,8,"('1866', 'chocolate')"
3,8,"('1866', 'chocolate')"
3,8,"('1866', 'chocolate')"
4,8,"('1866', 'chocolate')"
0,8,"('1866', 'chocolate')"
4,8,"('1866', 'chocolate')"
3,8,"('1866', 'chocolate')"
2,8,"('1866', 'chocolate')"
3,8,"('1866', 'chocolate')"
4,7,"('1866', 'quinine')"
3,7,"('1866', 'quinine')"
3,7,"('1866', 'quinine')"
5,7,"('1866', 'quinine')"
5,7,"('1866', 'quinine')"
6,7,"('1866', 'strawberry')"
2,7,"('1866', 'strawberry')"
3,7,"('1866', 'strawberry')"
4,7,"('1866', 'strawberry')"
3,7,"('1866', 'strawberry')"
3,7,"('1866', 'strawberry')"
4,7,"('1866', 'strawberry')"
4,7,"('1866', 'strawberry')"
2,7,"('1866', 'strawberry')"
2,7,"('1866', 'strawberry')"
5,7,"('1866', 'strawberry')"
3,7,"('1866', 'strawberry')"
3,7,"('1866', 'strawberry')"
3,7,"('1866', 'strawberry')"
1,7,"('1866', 'strawberry')"
4,7,"('1866', 'strawberry')"
3,7,"('1866', 'strawberry')"
2,7,"('1866', 'strawberry')"
4,6,"('1866', 'vanilla')"
1,6,"('1866', 'vanilla')"
3,6,"('1866', 'vanilla')"
3,6,"('1866', 'vanilla')"
4,10,"('1866', 'water')"
1,10,"('1866', 'water')"
7,10,"('1866', 'water')"
3,10,"('1866', 'water')"
10,30,"('1891', 'chocolate')"
11,43,"('1891', 'quinine')"
22,43,"('1891', 'quinine')"
8,43,"('1891', 'quinine')"
20,43,"('1891', 'quinine')"
18,36,"('1891', 'strawberry')"
6,36,"('1891', 'strawberry')"
12,36,"('1891', 'strawberry')"
6,47,"('1891', 'vanilla')"
12,39,"('1891', 'water')"
12,39,"('1891', 'water')"
13,39,"('1891', 'water')"
1,12,"('1925', 'chocolate')"
3,12,"('1925', 'chocolate')"
4,12,"('1925', 'chocolate')"
2,12,"('1925', 'quinine')"
4,12,"('1925', 'quinine')"
3,10,"('1925', 'strawberry')"
1,10,"('1925', 'strawberry')"
2,10,"('1925', 'strawberry')"
2,10,"('1925', 'strawberry')"
1,10,"('1925', 'strawberry')"
1,10,"('1925', 'strawberry')"
0,10,"('1925', 'strawberry')"
2,12,"('1925', 'vanilla')"
1,12,"('1925', 'vanilla')"
2,12,"('1925', 'vanilla')"
2,12,"('1925', 'vanilla')"
0,12,"('1925', 'vanilla')"
1,12,"('1925', 'water')"
2,12,"('1925', 'water')"
2,12,"('1925', 'water')"
2,7,"('2015', 'chocolate')"
7,7,"('2015', 'chocolate')"
3,7,"('2015', 'chocolate')"
2,7,"('2015', 'chocolate')"
2,7,"('2015', 'chocolate')"
0,7,"('2015', 'chocolate')"
2,7,"('2015', 'chocolate')"
0,8,"('2015', 'quinine')"
4,8,"('2015', 'quinine')"
3,8,"('2015', 'quinine')"
2,8,"('2015', 'quinine')"
1,8,"('2015', 'quinine')"
0,8,"('2015', 'quinine')"
4,8,"('2015', 'quinine')"
0,4,"('2015', 'strawberry')"
1,4,"('2015', 'strawberry')"
0,4,"('2015', 'strawberry')"
2,4,"('2015', 'strawberry')"
1,4,"('2015', 'strawberry')"
4,4,"('2015', 'strawberry')"
2,4,"('2015', 'strawberry')"
1,4,"('2015', 'strawberry')"
1,4,"('2015', 'strawberry')"
1,4,"('2015', 'strawberry')"
1,4,"('2015', 'strawberry')"
1,4,"('2015', 'strawberry')"
0,4,"('2015', 'strawberry')"
2,4,"('2015', 'strawberry')"
0,4,"('2015', 'strawberry')"
1,4,"('2015', 'strawberry')"
1,4,"('2015', 'strawberry')"
0,4,"('2015', 'strawberry')"
0,4,"('2015', 'strawberry')"
0,4,"('2015', 'strawberry')"
0,4,"('2015', 'strawberry')"
0,4,"('2015', 'strawberry')"
3,4,"('2015', 'strawberry')"
1,4,"('2015', 'strawberry')"
1,5,"('2015', 'vanilla')"
3,5,"('2015', 'vanilla')"
1,5,"('2015', 'vanilla')"
2,5,"('2015', 'vanilla')"
1,5,"('2015', 'vanilla')"
6,7,"('2015', 'water')"
2,7,"('2015', 'water')"
3,7,"('2015', 'water')"
4,7,"('2015', 'water')"
13,23,"('2021', 'chocolate')"
19,23,"('2021', 'chocolate')"
16,23,"('2021', 'chocolate')"
11,24,"('2021', 'quinine')"
7,24,"('2021', 'quinine')"
9,24,"('2021', 'quinine')"
9,24,"('2021', 'quinine')"
6,24,"('2021', 'quinine')"
9,24,"('2021', 'quinine')"
5,24,"('2021', 'quinine')"
11,24,"('2021', 'quinine')"
30,57,"('2021', 'strawberry')"
21,57,"('2021', 'strawberry')"
2,57,"('2021', 'strawberry')"
16,57,"('2021', 'strawberry')"
6,57,"('2021', 'strawberry')"
38,57,"('2021', 'strawberry')"
13,57,"('2021', 'strawberry')"
5,57,"('2021', 'strawberry')"
39,57,"('2021', 'strawberry')"
48,57,"('2021', 'strawberry')"
11,31,"('2021', 'vanilla')"
14,31,"('2021', 'vanilla')"
7,31,"('2021', 'vanilla')"
9,31,"('2021', 'vanilla')"
17,31,"('2021', 'vanilla')"
9,31,"('2021', 'vanilla')"
9,33,"('2021', 'water')"
6,33,"('2021', 'water')"
3,33,"('2021', 'water')"
13,33,"('2021', 'water')"
10,33,"('2021', 'water')"
1,33,"('2021', 'water')"
3,33,"('2021', 'water')"
1,33,"('2021', 'water')"
21,33,"('2021', 'water')"
4,33,"('2023', 'chocolate')"
2,33,"('2023', 'chocolate')"
4,33,"('2023', 'chocolate')"
1,33,"('2023', 'chocolate')"
3,33,"('2023', 'chocolate')"
2,33,"('2023', 'chocolate')"
0,33,"('2023', 'chocolate')"
3,33,"('2023', 'chocolate')"
3,33,"('2023', 'chocolate')"
9,33,"('2023', 'chocolate')"
5,33,"('2023', 'chocolate')"
12,33,"('2023', 'chocolate')"
15,33,"('2023', 'chocolate')"
16,33,"('2023', 'chocolate')"
19,33,"('2023', 'chocolate')"
20,33,"('2023', 'chocolate')"
14,22,"('2023', 'quinine')"
12,22,"('2023', 'quinine')"
10,22,"('2023', 'quinine')"
9,22,"('2023', 'quinine')"
11,38,"('2023', 'strawberry')"
29,38,"('2023', 'strawberry')"
7,38,"('2023', 'strawberry')"
5,38,"('2023', 'strawberry')"
7,38,"('2023', 'strawberry')"
8,38,"('2023', 'strawberry')"
14,38,"('2023', 'strawberry')"
19,38,"('2023', 'strawberry')"
3,38,"('2023', 'strawberry')"
11,38,"('2023', 'strawberry')"
10,38,"('2023', 'strawberry')"
2,20,"('2023', 'vanilla')"
9,20,"('2023', 'vanilla')"
12,20,"('2023', 'vanilla')"
5,20,"('2023', 'vanilla')"
6,20,"('2023', 'vanilla')"
14,20,"('2023', 'vanilla')"
10,20,"('2023', 'vanilla')"
6,20,"('2023', 'vanilla')"
4,20,"('2023', 'vanilla')"
9,20,"('2023', 'vanilla')"
6,20,"('2023', 'vanilla')"
10,30,"('2023', 'water')"
4,30,"('2023', 'water')"
5,30,"('2023', 'water')"
9,30,"('2023', 'water')"
6,30,"('2023', 'water')"
6,30,"('2023', 'water')"
16,30,"('2023', 'water')"
4,30,"('2023', 'water')"
4,53,"('2097', 'chocolate')"
11,53,"('2097', 'chocolate')"
13,53,"('2097', 'chocolate')"
5,53,"('2097', 'chocolate')"
5,53,"('2097', 'chocolate')"
1,53,"('2097', 'chocolate')"
7,53,"('2097', 'chocolate')"
17,53,"('2097', 'chocolate')"
12,53,"('2097', 'chocolate')"
15,53,"('2097', 'chocolate')"
11,53,"('2097', 'chocolate')"
14,53,"('2097', 'chocolate')"
14,53,"('2097', 'chocolate')"
10,53,"('2097', 'chocolate')"
6,53,"('2097', 'chocolate')"
24,53,"('2097', 'chocolate')"
5,53,"('2097', 'chocolate')"
5,28,"('2097', 'quinine')"
7,28,"('2097', 'quinine')"
4,28,"('2097', 'quinine')"
1,28,"('2097', 'quinine')"
1,28,"('2097', 'quinine')"
5,28,"('2097', 'quinine')"
8,28,"('2097', 'quinine')"
4,28,"('2097', 'quinine')"
6,28,"('2097', 'quinine')"
8,28,"('2097', 'quinine')"
6,28,"('2097', 'quinine')"
6,28,"('2097', 'quinine')"
8,28,"('2097', 'quinine')"
3,29,"('2097', 'strawberry')"
12,29,"('2097', 'strawberry')"
1,29,"('2097', 'strawberry')"
1,29,"('2097', 'strawberry')"
3,25,"('2097', 'vanilla')"
13,25,"('2097', 'vanilla')"
6,25,"('2097', 'vanilla')"
17,25,"('2097', 'vanilla')"
19,25,"('2097', 'vanilla')"
15,25,"('2097', 'vanilla')"
6,25,"('2097', 'vanilla')"
9,25,"('2097', 'vanilla')"
3,20,"('2097', 'water')"
5,20,"('2097', 'water')"
3,20,"('2097', 'water')"
3,20,"('2097', 'water')"
3,20,"('2097', 'water')"
6,20,"('2097', 'water')"
6,20,"('2097', 'water')"
20,47,"('2099', 'chocolate')"
31,47,"('2099', 'chocolate')"
21,47,"('2099', 'chocolate')"
20,47,"('2099', 'chocolate')"
15,47,"('2099', 'chocolate')"
25,47,"('2099', 'chocolate')"
6,47,"('2099', 'chocolate')"
9,47,"('2099', 'chocolate')"
10,47,"('2099', 'chocolate')"
23,47,"('2099', 'chocolate')"
9,47,"('2099', 'chocolate')"
30,47,"('2099', 'chocolate')"
7,47,"('2099', 'quinine')"
15,47,"('2099', 'quinine')"
12,47,"('2099', 'quinine')"
5,47,"('2099', 'quinine')"
20,47,"('2099', 'quinine')"
7,47,"('2099', 'quinine')"
3,47,"('2099', 'quinine')"
18,47,"('2099', 'quinine')"
19,47,"('2099', 'quinine')"
16,47,"('2099', 'quinine')"
4,47,"('2099', 'quinine')"
6,47,"('2099', 'quinine')"
18,59,"('2099', 'strawberry')"
28,59,"('2099', 'strawberry')"
36,59,"('2099', 'strawberry')"
21,59,"('2099', 'strawberry')"
18,36,"('2099', 'vanilla')"
7,36,"('2099', 'vanilla')"
12,36,"('2099', 'vanilla')"
5,36,"('2099', 'vanilla')"
7,36,"('2099', 'vanilla')"
10,36,"('2099', 'vanilla')"
1,36,"('2099', 'vanilla')"
10,36,"('2099', 'vanilla')"
10,39,"('2099', 'water')"
5,39,"('2099', 'water')"
9,39,"('2099', 'water')"
12,12,"('2107', 'chocolate')"
5,12,"('2107', 'chocolate')"
10,12,"('2107', 'chocolate')"
0,12,"('2107', 'chocolate')"
6,12,"('2107', 'chocolate')"
5,12,"('2107', 'chocolate')"
8,12,"('2107', 'chocolate')"
2,11,"('2107', 'quinine')"
0,11,"('2107', 'quinine')"
4,11,"('2107', 'quinine')"
3,7,"('2107', 'strawberry')"
4,7,"('2107', 'strawberry')"
3,7,"('2107', 'strawberry')"
3,7,"('2107', 'strawberry')"
4,7,"('2107', 'strawberry')"
0,20,"('2107', 'vanilla')"
4,20,"('2107', 'vanilla')"
13,20,"('2107', 'vanilla')"
3,4,"('2107', 'water')"
3,4,"('2107', 'water')"
1,4,"('2107', 'water')"
1,4,"('2107', 'water')"
0,4,"('2107', 'water')"
1,4,"('2107', 'water')"
6,18,"('3118', 'chocolate')"
6,18,"('3118', 'chocolate')"
4,18,"('3118', 'chocolate')"
2,18,"('3118', 'chocolate')"
1,18,"('3118', 'chocolate')"
3,18,"('3118', 'chocolate')"
6,18,"('3118', 'chocolate')"
1,18,"('3118', 'chocolate')"
1,18,"('3118', 'chocolate')"
6,18,"('3118', 'chocolate')"
5,18,"('3118', 'chocolate')"
3,15,"('3118', 'quinine')"
4,15,"('3118', 'quinine')"
15,28,"('3118', 'strawberry')"
10,28,"('3118', 'strawberry')"
5,28,"('3118', 'strawberry')"
10,28,"('3118', 'strawberry')"
2,28,"('3118', 'strawberry')"
8,28,"('3118', 'strawberry')"
1,15,"('3118', 'vanilla')"
9,15,"('3118', 'vanilla')"
6,15,"('3118', 'vanilla')"
7,15,"('3118', 'vanilla')"
8,17,"('3118', 'water')"
7,17,"('3118', 'water')"
5,17,"('3118', 'water')"
1,7,"('3141', 'chocolate')"
0,7,"('3141', 'chocolate')"
3,7,"('3141', 'chocolate')"
2,7,"('3141', 'chocolate')"
1,7,"('3141', 'chocolate')"
1,7,"('3141', 'chocolate')"
2,7,"('3141', 'chocolate')"
3,9,"('3141', 'quinine')"
2,9,"('3141', 'quinine')"
2,9,"('3141', 'quinine')"
0,9,"('3141', 'quinine')"
2,9,"('3141', 'quinine')"
2,10,"('3141', 'strawberry')"
2,10,"('3141', 'strawberry')"
2,10,"('3141', 'strawberry')"
4,8,"('3141', 'vanilla')"
4,8,"('3141', 'vanilla')"
3,8,"('3141', 'vanilla')"
4,9,"('3141', 'water')"
9,25,"('3152', 'chocolate')"
3,25,"('3152', 'chocolate')"
15,25,"('3152', 'chocolate')"
18,25,"('3152', 'chocolate')"
14,25,"('3152', 'chocolate')"
11,25,"('3152', 'chocolate')"
17,42,"('3152', 'quinine')"
19,42,"('3152', 'quinine')"
10,42,"('3152', 'quinine')"
10,42,"('3152', 'quinine')"
25,42,"('3152', 'quinine')"
20,42,"('3152', 'quinine')"
16,19,"('3152', 'strawberry')"
13,19,"('3152', 'strawberry')"
13,19,"('3152', 'strawberry')"
12,19,"('3152', 'strawberry')"
12,19,"('3152', 'strawberry')"
15,19,"('3152', 'strawberry')"
15,23,"('3152', 'vanilla')"
6,23,"('3152', 'vanilla')"
14,23,"('3152', 'vanilla')"
10,23,"('3152', 'vanilla')"
6,23,"('3152', 'vanilla')"
5,21,"('3152', 'water')"
